sample,feature,criterion,selected_n_breaks,segment,start,end,n_months,mean_monthly,vol_monthly,ann_mean_approx,ann_vol_approx,min_monthly,max_monthly
oos_2020_2023,momentum_factor_vol_6m,lwz_like,2,3,2022-04-30,2023-12-31,21,0.10364547327977372,0.02959564635652195,1.2437456793572848,0.10252232634467348,0.06035603641111699,0.1488174074915095
full_2015_2023,strategy_total_r,bic,0,1,2015-07-31,2023-12-31,102,0.003976323602367377,0.03643679860497998,0.04771588322840852,0.12622077289796024,-0.082836992086323,0.1403923325245009
full_2015_2023,strategy_total_r,lwz_like,0,1,2015-07-31,2023-12-31,102,0.003976323602367377,0.03643679860497998,0.04771588322840852,0.12622077289796024,-0.082836992086323,0.1403923325245009
full_2015_2023,strategy_vol_3m,bic,4,1,2015-07-31,2016-12-31,18,0.11003756656830745,0.058535967186558735,1.3204507988196894,0.20277453847460872,0.013718703505747444,0.20722577634430367
full_2015_2023,strategy_vol_3m,bic,4,2,2017-01-31,2019-04-30,28,0.052240482824176766,0.029412054881050146,0.6268857938901212,0.10188634681796609,0.0018725452446983733,0.1016800639632288
full_2015_2023,strategy_vol_3m,bic,4,3,2019-05-31,2022-09-30,41,0.1279217015021288,0.05189585980961858,1.5350604180255458,0.1797725317854622,0.014934404275291815,0.2438856512560029
full_2015_2023,strategy_vol_3m,bic,4,4,2022-10-31,2023-03-31,6,0.26676431883877755,0.06435945589126274,3.2011718260653304,0.22294769510231033,0.17611031968027385,0.3507613252317769
full_2015_2023,strategy_vol_3m,bic,4,5,2023-04-30,2023-12-31,9,0.10259616317509883,0.04085270898514072,1.2311539581011859,0.14151793517817862,0.03164415498948822,0.14650071166659992
full_2015_2023,strategy_vol_3m,lwz_like,4,1,2015-07-31,2016-12-31,18,0.11003756656830745,0.058535967186558735,1.3204507988196894,0.20277453847460872,0.013718703505747444,0.20722577634430367
full_2015_2023,strategy_vol_3m,lwz_like,4,2,2017-01-31,2019-04-30,28,0.052240482824176766,0.029412054881050146,0.6268857938901212,0.10188634681796609,0.0018725452446983733,0.1016800639632288
full_2015_2023,strategy_vol_3m,lwz_like,4,3,2019-05-31,2022-09-30,41,0.1279217015021288,0.05189585980961858,1.5350604180255458,0.1797725317854622,0.014934404275291815,0.2438856512560029
full_2015_2023,strategy_vol_3m,lwz_like,4,4,2022-10-31,2023-03-31,6,0.26676431883877755,0.06435945589126274,3.2011718260653304,0.22294769510231033,0.17611031968027385,0.3507613252317769
full_2015_2023,strategy_vol_3m,lwz_like,4,5,2023-04-30,2023-12-31,9,0.10259616317509883,0.04085270898514072,1.2311539581011859,0.14151793517817862,0.03164415498948822,0.14650071166659992
full_2015_2023,strategy_vol_6m,bic,4,1,2015-07-31,2016-11-30,17,0.13486229337919484,0.034027771655291396,1.618347520550338,0.11787565875063362,0.06867314995456908,0.18601689957732576
full_2015_2023,strategy_vol_6m,bic,4,2,2016-12-31,2019-04-30,29,0.059548617775770356,0.019202544199191332,0.7145834133092442,0.06651956437517281,0.022322276624696758,0.09193132793635825
full_2015_2023,strategy_vol_6m,bic,4,3,2019-05-31,2022-09-30,41,0.12817079955944088,0.027878840160875343,1.5380495947132906,0.09657513522945557,0.08246112991239729,0.18911961704595703
full_2015_2023,strategy_vol_6m,bic,4,4,2022-10-31,2023-03-31,6,0.25988342132990294,0.017722657521334218,3.1186010559588353,0.06139308654418714,0.23977791645812452,0.2829006990433222
full_2015_2023,strategy_vol_6m,bic,4,5,2023-04-30,2023-12-31,9,0.12862392425026303,0.027652815692592456,1.5434870910031564,0.09579216350381617,0.09554891585737016,0.17744683683924856
full_2015_2023,strategy_vol_6m,lwz_like,4,1,2015-07-31,2016-11-30,17,0.13486229337919484,0.034027771655291396,1.618347520550338,0.11787565875063362,0.06867314995456908,0.18601689957732576
full_2015_2023,strategy_vol_6m,lwz_like,4,2,2016-12-31,2019-04-30,29,0.059548617775770356,0.019202544199191332,0.7145834133092442,0.06651956437517281,0.022322276624696758,0.09193132793635825
full_2015_2023,strategy_vol_6m,lwz_like,4,3,2019-05-31,2022-09-30,41,0.12817079955944088,0.027878840160875343,1.5380495947132906,0.09657513522945557,0.08246112991239729,0.18911961704595703
full_2015_2023,strategy_vol_6m,lwz_like,4,4,2022-10-31,2023-03-31,6,0.25988342132990294,0.017722657521334218,3.1186010559588353,0.06139308654418714,0.23977791645812452,0.2829006990433222
full_2015_2023,strategy_vol_6m,lwz_like,4,5,2023-04-30,2023-12-31,9,0.12862392425026303,0.027652815692592456,1.5434870910031564,0.09579216350381617,0.09554891585737016,0.17744683683924856
full_2015_2023,market_vol_3m,bic,4,1,2015-07-31,2015-12-31,6,0.16630168240218912,0.06334184562836258,1.9956201888262695,0.21942258974701712,0.07387132971370826,0.26116629348648857
full_2015_2023,market_vol_3m,bic,4,2,2016-01-31,2018-09-30,33,0.060476499262187663,0.0318062999107587,0.7257179911462519,0.11018025489241502,0.013565206287028135,0.137043681202701
full_2015_2023,market_vol_3m,bic,4,3,2018-10-31,2022-06-30,45,0.16044715161256962,0.09663966385409817,1.9253658193508354,0.3347696156433511,0.013729811733405957,0.467695056712424
full_2015_2023,market_vol_3m,bic,4,4,2022-07-31,2023-02-28,8,0.2857238917006293,0.044014196921564566,3.4286867004075514,0.152469650644983,0.21550385847811948,0.3295049104465571
full_2015_2023,market_vol_3m,bic,4,5,2023-03-31,2023-12-31,10,0.13327314960261766,0.06010097772710713,1.599277795231412,0.20819589401583002,0.05691970023178025,0.2555603883514115
full_2015_2023,market_vol_3m,lwz_like,4,1,2015-07-31,2015-12-31,6,0.16630168240218912,0.06334184562836258,1.9956201888262695,0.21942258974701712,0.07387132971370826,0.26116629348648857
full_2015_2023,market_vol_3m,lwz_like,4,2,2016-01-31,2018-09-30,33,0.060476499262187663,0.0318062999107587,0.7257179911462519,0.11018025489241502,0.013565206287028135,0.137043681202701
full_2015_2023,market_vol_3m,lwz_like,4,3,2018-10-31,2022-06-30,45,0.16044715161256962,0.09663966385409817,1.9253658193508354,0.3347696156433511,0.013729811733405957,0.467695056712424
full_2015_2023,market_vol_3m,lwz_like,4,4,2022-07-31,2023-02-28,8,0.2857238917006293,0.044014196921564566,3.4286867004075514,0.152469650644983,0.21550385847811948,0.3295049104465571
full_2015_2023,market_vol_3m,lwz_like,4,5,2023-03-31,2023-12-31,10,0.13327314960261766,0.06010097772710713,1.599277795231412,0.20819589401583002,0.05691970023178025,0.2555603883514115
full_2015_2023,market_vol_6m,bic,4,1,2015-07-31,2016-05-31,11,0.13375714575487596,0.03231874482000751,1.6050857490585115,0.11195541613021295,0.09680938958422834,0.17192449527714795
full_2015_2023,market_vol_6m,bic,4,2,2016-06-30,2018-09-30,28,0.06514138173082444,0.022892654767236828,0.7816965807698932,0.0793024823539761,0.02521831399448477,0.09807949309279328
full_2015_2023,market_vol_6m,bic,4,3,2018-10-31,2020-02-29,17,0.1490485586697019,0.036825445978454975,1.7885827040364228,0.127567086892134,0.0630127810781962,0.19012593496594246
full_2015_2023,market_vol_6m,bic,4,4,2020-03-31,2020-08-31,6,0.2989401119247536,0.03541619628603962,3.587281343097043,0.12268530275650559,0.22972300327509074,0.3247848796649933
full_2015_2023,market_vol_6m,bic,4,5,2020-09-30,2023-12-31,40,0.17090085357117096,0.05869140016848211,2.050810242854052,0.20331297411833513,0.05690324663525876,0.29027209067670645
full_2015_2023,market_vol_6m,lwz_like,4,1,2015-07-31,2016-05-31,11,0.13375714575487596,0.03231874482000751,1.6050857490585115,0.11195541613021295,0.09680938958422834,0.17192449527714795
full_2015_2023,market_vol_6m,lwz_like,4,2,2016-06-30,2018-09-30,28,0.06514138173082444,0.022892654767236828,0.7816965807698932,0.0793024823539761,0.02521831399448477,0.09807949309279328
full_2015_2023,market_vol_6m,lwz_like,4,3,2018-10-31,2020-02-29,17,0.1490485586697019,0.036825445978454975,1.7885827040364228,0.127567086892134,0.0630127810781962,0.19012593496594246
full_2015_2023,market_vol_6m,lwz_like,4,4,2020-03-31,2020-08-31,6,0.2989401119247536,0.03541619628603962,3.587281343097043,0.12268530275650559,0.22972300327509074,0.3247848796649933
full_2015_2023,market_vol_6m,lwz_like,4,5,2020-09-30,2023-12-31,40,0.17090085357117096,0.05869140016848211,2.050810242854052,0.20331297411833513,0.05690324663525876,0.29027209067670645
full_2015_2023,momentum_factor_r,bic,0,1,2015-07-31,2023-12-31,102,0.00163612647698125,0.02703534986251005,0.019633517723775,0.09365319912453533,-0.08031127678401118,0.07584481364189877
