threshold,value
internal_vol63_q90,0.15591853297219074
internal_vol63_q75,0.12863478041243512
market_vol63_q90,0.20068998812322977
market_vol63_q75,0.15853852714199607
mom_trailing21_q10,-0.0279379847902778
mom_trailing63_q10,-0.03618204812672008
mom_trailing21_q25,-0.011521357947381461
mom_trailing63_q25,-0.01438749032303377
mom_vol63_q90,0.12862534760321404
