sample,year,variant,variant_type,final_nav,ann_return_total,ann_vol_total,sharpe_total,ir_excess,max_dd,mean_exposure,risk_off_share,switches,tc_drag
is_wf_2015_2019,2018,spread_binary_trailing21_below_is_q10,momentum_factor_state,1.0714802638017167,0.07822652150429255,0.07327757060803079,1.0644965715141195,0.7221281086466113,-0.037866621116397936,0.9956709956709957,0.004329004329004329,3,0.0075
is_wf_2015_2019,2019,spread_binary_trailing21_below_is_q10,momentum_factor_state,0.9802366515172917,-0.02144868714841397,0.10545062855656383,-0.1527991419006161,-0.35986517857763645,-0.16571617240163428,0.8663793103448276,0.1336206896551724,8,0.02
is_wf_2015_2019,2015,spread_binary_trailing63_below_is_q10,momentum_factor_state,1.0921295597375065,0.100458473095411,0.11661069836045057,0.8792084802949182,0.8792084802949182,-0.07836986187208739,0.9827586206896551,0.017241379310344827,6,0.015
is_wf_2015_2019,2016,spread_binary_trailing63_below_is_q10,momentum_factor_state,0.7669124869116439,-0.24950569916315835,0.11503103724821348,-2.436120915517076,-2.436120915517076,-0.25369209610278454,0.6738197424892703,0.3261802575107296,26,0.065
is_wf_2015_2019,2017,spread_binary_trailing63_below_is_q10,momentum_factor_state,1.0018784911481033,0.002040595158224079,0.07228703564302819,0.0642841254950331,0.0642841254950331,-0.04962296910749009,1.0,0.0,0,0.0
is_wf_2015_2019,2018,spread_binary_trailing63_below_is_q10,momentum_factor_state,1.0790068135419166,0.08649163234252844,0.07314297600929696,1.1707564803218662,0.8262257902280293,-0.03658260136398983,1.0,0.0,0,0.0
is_wf_2015_2019,2019,spread_binary_trailing63_below_is_q10,momentum_factor_state,1.087485465211336,0.09537648795404952,0.11416105870994259,0.8552298878188695,0.663118207934008,-0.11800581337187177,0.8706896551724138,0.12931034482758622,3,0.0075
is_wf_2015_2019,2015,spread_binary_vol63_above_is_q90,momentum_factor_state,1.119921457220043,0.1309095539250933,0.11730150470495436,1.107515432670732,1.107515432670732,-0.07836986187208772,1.0,0.0,0,0.0
is_wf_2015_2019,2016,spread_binary_vol63_above_is_q90,momentum_factor_state,0.8735762681582326,-0.1359990907264279,0.12746410514822465,-1.082978955551202,-1.082978955551202,-0.17783524354121505,0.7682403433476395,0.2317596566523605,4,0.01
is_wf_2015_2019,2017,spread_binary_vol63_above_is_q90,momentum_factor_state,1.0018784911481033,0.002040595158224079,0.07228703564302819,0.0642841254950331,0.0642841254950331,-0.04962296910749009,1.0,0.0,0,0.0
is_wf_2015_2019,2018,spread_binary_vol63_above_is_q90,momentum_factor_state,1.0790068135419166,0.08649163234252844,0.07314297600929696,1.1707564803218662,0.8262257902280293,-0.03658260136398983,1.0,0.0,0,0.0
is_wf_2015_2019,2019,spread_binary_vol63_above_is_q90,momentum_factor_state,1.046485480241548,0.050592619461730326,0.10656054258246103,0.5165151369217991,0.33716144662046427,-0.12425147332429098,0.7586206896551724,0.2413793103448276,4,0.01
is_wf_2015_2019,2015,combo_vol_and_or_spread21_q10,combo_vol_spread,1.016697348584667,0.018149762601761266,0.10990581253995892,0.21849809015990057,0.21849809015990057,-0.10679895978366882,0.875,0.125,12,0.03
is_wf_2015_2019,2016,combo_vol_and_or_spread21_q10,combo_vol_spread,0.8220668120156548,-0.1909633224339946,0.10580225109103693,-1.9493403901029311,-1.9493403901029311,-0.21739653848125384,0.7982832618025751,0.2017167381974249,22,0.055
