variant,signal_type,year,n_days,final_nav,geom_avg_total_r,geom_avg_excess_r,sharpe,ir,max_dd,mean_exposure,switches,tc_drag
internal_cooldown_21_after_q05_daily_loss,internal_portfolio,2020,233,0.9646990412254557,-0.03812402134186177,-0.038540940592509676,-1.7025222164156135,-1.7188153502250947,-0.04086295366991699,0.02575107296137339,3,0.0075
internal_cooldown_21_after_q05_daily_loss,internal_portfolio,2021,252,1.004171803333468,0.004171803333467894,0.004171803333467894,0.10769629235831207,0.10769629235831207,-0.025684601086260028,0.0873015873015873,4,0.01
internal_cooldown_21_after_q05_daily_loss,internal_portfolio,2022,251,1.0483970714071884,0.0485944993995675,0.04817190937732341,0.9233217899357464,0.915233192864654,-0.032087545430397046,0.06374501992031872,6,0.015
internal_cooldown_21_after_q05_daily_loss,internal_portfolio,2023,250,0.9947611968566953,-0.005280602717780747,-0.027491067409132097,-0.048899142668072035,-0.39575073476664774,-0.07778189750549935,0.448,6,0.015
internal_cooldown_42_after_q01_daily_loss,internal_portfolio,2020,233,0.9016616992114856,-0.10591738282480401,-0.10785101563749033,-2.021585289088162,-2.0605845435610135,-0.12322034180885355,0.15021459227467812,3,0.0075
internal_cooldown_42_after_q01_daily_loss,internal_portfolio,2021,252,1.0940386400954658,0.09403864009546581,0.09403864009546581,0.8691931172969729,0.8691931172969729,-0.07385765841070158,0.6309523809523809,2,0.005
internal_cooldown_42_after_q01_daily_loss,internal_portfolio,2022,251,1.1752646845818522,0.1760210931234769,0.17473094160987768,1.891328511950832,1.880299413058678,-0.030549963623086485,0.2350597609561753,4,0.01
internal_cooldown_42_after_q01_daily_loss,internal_portfolio,2023,250,0.9453963158169626,-0.05502826883616796,-0.0914704572847801,-0.564964770020446,-0.9891872210637114,-0.0838263369039085,0.78,3,0.0075
internal_inverse_vol21_to_is_median,internal_portfolio,2020,233,0.8594154745560986,-0.15113669039706512,-0.1539368957306435,-1.3856731380368184,-1.4151137806000162,-0.18071351211366382,0.4676902821955701,208,0.010715363683763485
internal_inverse_vol21_to_is_median,internal_portfolio,2021,252,1.0929553361364455,0.09295533613644547,0.09295533613644547,1.022086825417133,1.022086825417133,-0.0824530949289295,0.6136559951261422,252,0.01372141387308834
internal_inverse_vol21_to_is_median,internal_portfolio,2022,251,1.125218769864555,0.125747780529313,0.1195202594165865,1.328067832590751,1.267945786514685,-0.0673429407654128,0.48632707200416186,251,0.010992342009451959
internal_inverse_vol21_to_is_median,internal_portfolio,2023,250,0.9571408811058264,-0.04319447818455424,-0.08115248182769508,-0.4614413710879358,-0.9243310475993151,-0.07113010791243779,0.8029544440136491,196,0.01100558177946451
internal_inverse_vol63_to_is_median,internal_portfolio,2020,233,0.879828861861589,-0.12930880532124112,-0.13325474947353388,-0.9857460105938751,-1.0204435937703071,-0.1826805251514948,0.5616574709064938,170,0.0032503013572436745
internal_inverse_vol63_to_is_median,internal_portfolio,2021,252,1.089572554443107,0.08957255444310697,0.08957255444310697,1.0193728405097737,1.0193728405097737,-0.05982466687129451,0.5839769844409959,252,0.004433400524907845
internal_inverse_vol63_to_is_median,internal_portfolio,2022,251,1.1296092014229722,0.13015781042205,0.1245453852838796,1.2526407104825836,1.2035931505278226,-0.07809798923209355,0.5101283165179739,251,0.0038589546121243273
internal_inverse_vol63_to_is_median,internal_portfolio,2023,250,0.9740607120754026,-0.026144065735537736,-0.06576259298040521,-0.2514329924643497,-0.7155194737423619,-0.065204686908103,0.8239057909921221,219,0.004947510065430545
