date,ens3_total_r,ens3_excess_r,total_r__finalist_2_q030_ex84_win126__full_oos_2020_2023,total_r__finalist_3_q030_ex63_win126__full_oos_2020_2023,total_r__finalist_1_q020_ex84_win126__full_oos_2020_2023,excess_r__finalist_2_q030_ex84_win126__full_oos_2020_2023,excess_r__finalist_3_q030_ex63_win126__full_oos_2020_2023,excess_r__finalist_1_q020_ex84_win126__full_oos_2020_2023,year,month
2020-11-30,-0.059054988017335885,-0.059054988017335885,-0.05567030354342328,-0.06254965232333798,-0.059641739396938065,-0.05567030354342328,-0.06254965232333798,-0.059641739396938065,2020,11
2020-12-31,0.0017993274860490516,0.0017993274860490516,-0.00597238336352901,0.012345425511590014,-0.001128773404502681,-0.00597238336352901,0.012345425511590014,-0.001128773404502681,2020,12
2021-01-31,0.08133497779653465,0.08133497779653465,0.06613389841858686,0.08865166386056034,0.08891914769057263,0.06613389841858686,0.08865166386056034,0.08891914769057263,2021,1
2021-02-28,-0.028480487513916852,-0.028480487513916852,-0.01921440065099911,-0.03770248772237772,-0.028584008241926306,-0.01921440065099911,-0.03770248772237772,-0.028584008241926306,2021,2
2021-03-31,-0.009736480531168712,-0.009736480531168712,-0.015722592269412305,0.0020031833293461254,-0.016411020787879704,-0.015722592269412305,0.0020031833293461254,-0.016411020787879704,2021,3
2021-04-30,0.0055904161968785004,0.0055904161968785004,0.004727983117574608,0.0010769759758466613,0.010933525188667081,0.004727983117574608,0.0010769759758466613,0.010933525188667081,2021,4
2021-05-31,-0.004849624384587026,-0.004849624384587026,-0.009906102280823004,0.004051918966561319,-0.00872504610184277,-0.009906102280823004,0.004051918966561319,-0.00872504610184277,2021,5
2021-06-30,0.030280424142390183,0.030280424142390183,0.021897587957682818,0.029559599713790297,0.03933428423711538,0.021897587957682818,0.029559599713790297,0.03933428423711538,2021,6
2021-07-31,-0.055768736616848,-0.055768736616848,-0.05961694738586998,-0.041146239093837744,-0.06657847283319207,-0.05961694738586998,-0.041146239093837744,-0.06657847283319207,2021,7
2021-08-31,0.0019899966440168892,0.0019899966440168892,0.00202541169027759,-0.0018129991223432285,0.005732218736841155,0.00202541169027759,-0.0018129991223432285,0.005732218736841155,2021,8
2021-09-30,0.046523522408324025,0.046523522408324025,0.044607077369062775,0.04581310912884229,0.04909148915771078,0.044607077369062775,0.04581310912884229,0.04909148915771078,2021,9
2021-10-31,0.0009134229657392634,0.0009134229657392634,-0.0037298104305839574,0.009730260165747628,-0.0032521928897418784,-0.0037298104305839574,0.009730260165747628,-0.0032521928897418784,2021,10
2021-11-30,0.0584284005008735,0.0584284005008735,0.047419338303024805,0.06873770213491137,0.05905027713393407,0.047419338303024805,0.06873770213491137,0.05905027713393407,2021,11
2021-12-31,0.055605234581103336,0.055605234581103336,0.05541309898093583,0.044236729083002135,0.06698452462477378,0.05541309898093583,0.044236729083002135,0.06698452462477378,2021,12
2022-01-31,-0.006579852984675338,-0.006579852984675338,-0.01334252737751862,0.009662527846934,-0.016007711060701313,-0.01334252737751862,0.009662527846934,-0.016007711060701313,2022,1
2022-02-28,0.023460438213956714,0.023460438213956714,0.015803021386645577,0.027923234311455047,0.026549318035997693,0.015803021386645577,0.027923234311455047,0.026549318035997693,2022,2
2022-03-31,0.032080489365712506,0.032080489365712506,0.0316069174595619,0.018651017770988654,0.04607862542349217,0.0316069174595619,0.018651017770988654,0.04607862542349217,2022,3
2022-04-30,0.027944090891103057,0.027944090891103057,0.01816565824824079,0.038785834428653576,0.02680809590698674,0.01816565824824079,0.038785834428653576,0.02680809590698674,2022,4
2022-05-31,0.06329937589796986,0.06329937589796986,0.05289076738414744,0.08396943489572584,0.05306647757117733,0.05289076738414744,0.08396943489572584,0.05306647757117733,2022,5
2022-06-30,-0.03591936679410457,-0.03591936679410457,-0.030528431679686996,-0.04742168568887606,-0.030025099495221697,-0.030528431679686996,-0.04742168568887606,-0.030025099495221697,2022,6
2022-07-31,0.02888916365288785,0.02888916365288785,0.02551125594960757,0.027885152118969136,0.03307211356546613,0.02551125594960757,0.027885152118969136,0.03307211356546613,2022,7
2022-08-31,-0.023210952461985568,-0.025457798734287884,-0.018658112948699457,-0.03480381473155214,-0.01624237760491809,-0.020914876151492456,-0.03702516005073986,-0.018504657972827854,2022,8
2022-09-30,-0.04477202411562875,-0.04678046020629534,-0.03327452827610988,-0.053573839483074925,-0.04742593622777691,-0.0353059629893232,-0.055564642364772654,-0.049429086057542704,2022,9
2022-10-31,0.14039233252450023,0.1380145852615453,0.1361981574119544,0.11565993929830176,0.16982507391192203,0.13382876407549338,0.11333135537840322,0.16738885268267478,2022,10
2022-11-30,0.06381091509822423,0.06158547448964913,0.06662912936965171,0.0412224103208092,0.08381624729745929,0.06439807658136854,0.039042061049487264,0.08155087985836573,2022,11
2022-12-31,-0.01891795644675387,-0.02303412731384802,-0.015252479061441782,-0.016953805454117954,-0.024618768000565727,-0.01938329666833094,-0.021077781929744854,-0.028712215813010422,2022,12
2023-01-31,-0.08283699208632322,-0.0865146734411465,-0.06830033771789423,-0.0995756666391946,-0.08045208357423661,-0.07203334931318339,-0.10318956820734848,-0.08413887398791786,2023,1
2023-02-28,0.01760229527639079,0.01374567557161499,0.017181150500566345,0.011462671928458734,0.02411764123430249,0.01332605963831024,0.0076281549635863755,0.02023754293573088,2023,2
2023-03-31,0.035294468213208585,0.030549622773009766,0.026913997027736114,0.03415267990841375,0.04480643470940415,0.02220590089199148,0.029412865289057732,0.04001985185798684,2023,3
2023-04-30,0.022501433704858576,0.01862739152702164,0.01790860692564622,0.024284016296018063,0.025222476380036385,0.014051058484490175,0.02040356987095482,0.021338647075101802,2023,4
2023-05-31,-0.034758057623663574,-0.03900314306463526,-0.02943615174124803,-0.031018319133972683,-0.04386127284778707,-0.03370357875054497,-0.03527906137065073,-0.04806819293034392,2023,5
2023-06-30,0.011331399343663229,0.007094510006973476,0.009554477605361322,0.020345386773012564,0.004105321840583986,0.0053246854006883115,0.01607254556183202,-0.0001027541660879594,2023,6
2023-07-31,-0.03190692448805099,-0.03577831139872267,-0.02560619687081611,-0.03962164550004876,-0.030509729491683735,-0.02950149318898987,-0.043463736212780324,-0.034386442448990584,2023,7
2023-08-31,0.050868687415598135,0.04605563504378396,0.05153429368352991,0.043746057569020946,0.057330463174994906,0.046718333830414016,0.038964211740424526,0.052489091834392765,2023,8
2023-09-30,-0.0055777766831967,-0.009549069467363891,-0.0011965694146160999,-0.005167396671103774,-0.010410629179055886,-0.005184478627709543,-0.009140255943041797,-0.014363590712211272,2023,9
2023-10-31,0.012339671892025672,0.007897098186704588,0.012746606681032224,0.004307989786203059,0.01993822848521698,0.008302337879121158,-0.00010092840403985726,0.015463798567801446,2023,10
2023-11-30,0.021317496819676762,0.017040729574731905,0.0249380364487497,0.01522787743800258,0.0237032213874806,0.02064685852166881,0.010975354759725775,0.019416936429458076,2023,11
2023-12-31,-0.0480148181138339,-0.051824970385273894,-0.04521209741251386,-0.047040168867478416,-0.05183250536071282,-0.04903288978499609,-0.050854048570726174,-0.05562814482248235,2023,12
