date,ens3_total_r,ens3_excess_r,total_r__finalist_3_q030_ex63_win126__wf_2015,total_r__finalist_3_q030_ex63_win126__wf_2017,total_r__finalist_2_q030_ex84_win126__wf_2017,total_r__finalist_1_q020_ex84_win126__wf_2015,total_r__finalist_2_q030_ex84_win126__wf_2019,total_r__finalist_3_q030_ex63_win126__wf_2018,total_r__finalist_2_q030_ex84_win126__wf_2018,total_r__finalist_1_q020_ex84_win126__wf_2016,total_r__finalist_2_q030_ex84_win126__wf_2015,total_r__finalist_3_q030_ex63_win126__wf_2019,total_r__finalist_3_q030_ex63_win126__wf_2016,total_r__finalist_1_q020_ex84_win126__wf_2017,total_r__finalist_2_q030_ex84_win126__wf_2016,total_r__finalist_1_q020_ex84_win126__wf_2019,total_r__finalist_1_q020_ex84_win126__wf_2018,excess_r__finalist_3_q030_ex63_win126__wf_2015,excess_r__finalist_3_q030_ex63_win126__wf_2017,excess_r__finalist_2_q030_ex84_win126__wf_2017,excess_r__finalist_1_q020_ex84_win126__wf_2015,excess_r__finalist_2_q030_ex84_win126__wf_2019,excess_r__finalist_3_q030_ex63_win126__wf_2018,excess_r__finalist_2_q030_ex84_win126__wf_2018,excess_r__finalist_1_q020_ex84_win126__wf_2016,excess_r__finalist_2_q030_ex84_win126__wf_2015,excess_r__finalist_3_q030_ex63_win126__wf_2019,excess_r__finalist_3_q030_ex63_win126__wf_2016,excess_r__finalist_1_q020_ex84_win126__wf_2017,excess_r__finalist_2_q030_ex84_win126__wf_2016,excess_r__finalist_1_q020_ex84_win126__wf_2019,excess_r__finalist_1_q020_ex84_win126__wf_2018,year,month
2016-03-31,-0.04876769068776532,-0.04876769068776532,,,,,,,,-0.05894800487363294,,,-0.044469212299345195,,-0.04300077393484192,,,,,,,,,,-0.05894800487363294,,,-0.044469212299345195,,-0.04300077393484192,,,2016,3
2016-04-30,-0.04590081930190415,-0.04590081930190415,,,,,,,,-0.04751754768396976,,,-0.0530561600469972,,-0.0371049268762812,,,,,,,,,,-0.04751754768396976,,,-0.0530561600469972,,-0.0371049268762812,,,2016,4
2016-05-31,0.04563171367998664,0.04563171367998664,,,,,,,,0.061687043831878396,,,0.02981309622870354,,0.04551084191269483,,,,,,,,,,0.061687043831878396,,,0.02981309622870354,,0.04551084191269483,,,2016,5
2016-06-30,0.04102670042712586,0.04102670042712586,,,,,,,,0.04320469350179712,,,0.040034399736309956,,0.03978523653691002,,,,,,,,,,0.04320469350179712,,,0.040034399736309956,,0.03978523653691002,,,2016,6
2016-07-31,-0.01722519739447914,-0.01722519739447914,,,,,,,,-0.01874051564235535,,,-0.013539080450279961,,-0.01951787689283635,,,,,,,,,,-0.01874051564235535,,,-0.013539080450279961,,-0.01951787689283635,,,2016,7
2016-08-31,-0.03634027149444752,-0.03634027149444752,,,,,,,,-0.04150861785056026,,,-0.027837933620891264,,-0.03966988758732959,,,,,,,,,,-0.04150861785056026,,,-0.027837933620891264,,-0.03966988758732959,,,2016,8
2016-09-30,-0.025522451162550253,-0.025522451162550253,,,,,,,,-0.02890854187902181,,,-0.027354555024516447,,-0.020299489927187997,,,,,,,,,,-0.02890854187902181,,,-0.027354555024516447,,-0.020299489927187997,,,2016,9
2016-10-31,0.03527390896617977,0.03527390896617977,,,,,,,,0.03924751704172191,,,0.03352435786698149,,0.033040468090176356,,,,,,,,,,0.03924751704172191,,,0.03352435786698149,,0.033040468090176356,,,2016,10
2016-11-30,0.012129341316333031,0.012129341316333031,,,,,,,,0.013414742201890872,,,0.021214202873025556,,0.001438248047048285,,,,,,,,,,0.013414742201890872,,,0.021214202873025556,,0.001438248047048285,,,2016,11
2016-12-31,-0.014969402034021084,-0.014969402034021084,,,,,,,,-0.006780422812580289,,,-0.021317386710421715,,-0.016802277667451238,,,,,,,,,,-0.006780422812580289,,,-0.021317386710421715,,-0.016802277667451238,,,2016,12
2017-01-31,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,,,,2017,1
2017-02-28,0.0005871765375526916,0.0005871765375526916,,0.004884671857291467,-0.000689235721228254,,,,,,,,,-0.002450178672894987,,,,,0.004884671857291467,-0.000689235721228254,,,,,,,,,-0.002450178672894987,,,,2017,2
2017-03-31,0.001079733426279983,0.001079733426279983,,-0.008047845686022126,0.005045615600003828,,,,,,,,,0.006230513651384495,,,,,-0.008047845686022126,0.005045615600003828,,,,,,,,,0.006230513651384495,,,,2017,3
2017-04-30,0.004640900728980046,0.004640900728980046,,0.00031143949153511485,0.005602766609214438,,,,,,,,,0.00799994468429377,,,,,0.00031143949153511485,0.005602766609214438,,,,,,,,,0.00799994468429377,,,,2017,4
2017-05-31,-0.01198447728118468,-0.01198447728118468,,-0.006709653668714566,-0.01445281516611785,,,,,,,,,-0.014789193040255721,,,,,-0.006709653668714566,-0.01445281516611785,,,,,,,,,-0.014789193040255721,,,,2017,5
2017-06-30,-0.008676182096359675,-0.008676182096359675,,-0.0013435092775914148,-0.009548896111545746,,,,,,,,,-0.01516497326056021,,,,,-0.0013435092775914148,-0.009548896111545746,,,,,,,,,-0.01516497326056021,,,,2017,6
2017-07-31,0.008888426878521427,0.008888426878521427,,0.011669737625998433,0.0070841586832841585,,,,,,,,,0.007898257222655136,,,,,0.011669737625998433,0.0070841586832841585,,,,,,,,,0.007898257222655136,,,,2017,7
2017-08-31,0.03168608190126876,0.03168608190126876,,0.042445467598496434,0.01859288406097015,,,,,,,,,0.03412132300309367,,,,,0.042445467598496434,0.01859288406097015,,,,,,,,,0.03412132300309367,,,,2017,8
2017-09-30,-0.01828646983039517,-0.01828646983039517,,-0.05016943692532971,0.0009337057307727825,,,,,,,,,-0.004924956874513109,,,,,-0.05016943692532971,0.0009337057307727825,,,,,,,,,-0.004924956874513109,,,,2017,9
2017-10-31,0.028671470946111777,0.028671470946111777,,0.016031483826062454,0.03061952137786661,,,,,,,,,0.03947036857450548,,,,,0.016031483826062454,0.03061952137786661,,,,,,,,,0.03947036857450548,,,,2017,10
2017-11-30,-0.02137627062879488,-0.02137627062879488,,-0.017383284079176886,-0.018869770308537648,,,,,,,,,-0.02788892494459716,,,,,-0.017383284079176886,-0.018869770308537648,,,,,,,,,-0.02788892494459716,,,,2017,11
2017-12-31,-0.01182614010545302,-0.01182614010545302,,-0.015116461604747888,-0.009706269154857283,,,,,,,,,-0.010674708349822315,,,,,-0.015116461604747888,-0.009706269154857283,,,,,,,,,-0.010674708349822315,,,,2017,12
2018-01-31,0.0,-9.999999999998899e-05,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,-9.999999999998899e-05,-9.999999999998899e-05,,,,,,,,-9.999999999998899e-05,2018,1
2018-02-28,0.021151711179271837,0.019215392570951284,,,,,,0.027789856074172947,0.017865878857761697,,,,,,,,0.017805466747682352,,,,,,0.02584161441711208,0.015935464908025,,,,,,,,0.01587515624887348,2018,2
2018-03-31,0.008115333246072165,0.006001192059752025,,,,,,0.01877867155662094,0.0031770170942386766,,,,,,,,0.0024295840406654,,,,,,0.01664324363614411,0.0010727403645829359,,,,,,,,0.00032679073116392843,2018,3
2018-04-30,0.0036166092339979805,0.0015114736065493517,,,,,,0.00441041297300071,0.002321975476561988,,,,,,,,0.004088199663152103,,,,,,0.002303692620163389,0.00021942772871863525,,,,,,,,0.0019821163749871307,2018,4
2018-05-31,0.005227147238661578,0.003018477224836502,,,,,,0.0016493091049145647,0.0040952019035336296,,,,,,,,0.009933157346550425,,,,,,-0.0005518555344822262,0.0018889080435366967,,,,,,,,0.007714613314102836,2018,5
2018-06-30,-0.014082329141424044,-0.01615209379945437,,,,,,-0.01259411925653997,-0.0136813408574189,,,,,,,,-0.015996186132795853,,,,,,-0.014666861871134307,-0.01575190538170923,,,,,,,,-0.018062126127599387,2018,6
2018-07-31,-0.0037652613231701215,-0.005855652835591751,,,,,,4.531335118596047e-05,-0.005927358118399506,,,,,,,,-0.005430153717193464,,,,,,-0.002052697413960969,-0.008013424985289674,,,,,,,,-0.007517219470815961,2018,7
2018-08-31,0.04112495535767002,0.038737164828999804,,,,,,0.043602261557486255,0.034588225229564395,,,,,,,,0.0451722413579736,,,,,,0.0412090359482542,0.03221478095210517,,,,,,,,0.042775565044838704,2018,8
2018-09-30,3.6692841093310946e-05,-0.001861704779961948,,,,,,-0.0026838360418319773,0.0015162353663606964,,,,,,,,0.0012665437090155773,,,,,,-0.004577340921369744,-0.0003848156619268295,,,,,,,,-0.0006340743263868465,2018,9
2018-10-31,-0.002751321276607599,-0.005042788218340477,,,,,,-0.0010176606197124238,-0.002513916878192468,,,,,,,,-0.0048012251868524425,,,,,,-0.0033129302604535393,-0.0048059058212172046,,,,,,,,-0.0070882019514196815,2018,10
2018-11-30,-0.009211628465476851,-0.01129115868910413,,,,,,-0.011929234846869696,-0.007954989444980964,,,,,,,,-0.007808311368292964,,,,,,-0.01400332220276701,-0.010037028505305523,,,,,,,,-0.009890666235396917,2018,11
2018-12-31,0.028220254091030128,0.02627123136348919,,,,,,0.026001502545050625,0.027032036880274113,,,,,,,,0.03162183521617945,,,,,,0.02405646618691515,0.025085150665559386,,,,,,,,0.029666698726832363,2018,12
2019-01-31,0.0,-9.999999999998899e-05,,,,,0.0,,,,,0.0,,,,0.0,,,,,,-9.999999999998899e-05,,,,,-9.999999999998899e-05,,,,-9.999999999998899e-05,,2019,1
2019-02-28,-0.006044893688497588,-0.007932319842426039,,,,,-0.0026653476050234604,,,,,-0.00679149079613206,,,,-0.008701915406970295,,,,,,-0.004558850991768004,,,,,-0.008677576281363009,,,,-0.010584564072652292,,2019,2
2019-03-31,0.02180131029922272,0.01965985151605132,,,,,0.024350695225673125,,,,,0.019303458784953875,,,,0.021706212764327715,,,,,,0.02220414854834285,,,,,0.01716698339504963,,,,0.01956494111680729,,2019,3
2019-04-30,0.0003268208589755073,-0.001771772187110443,,,,,-0.0017100545915129661,,,,,0.010276151034086967,,,,-0.007538716232640241,,,,,,-0.0038045742754405643,,,,,0.008157681623915503,,,,-0.009621595302887642,,2019,4
2019-05-31,0.07376966966878085,0.07141744064749611,,,,,0.07070440804905043,,,,,0.06699338185185644,,,,0.08364606529229368,,,,,,0.06835858998152866,,,,,0.06465533230797549,,,,0.08127317629662745,,2019,5
2019-06-30,-0.0009670129053293008,-0.002963351092004518,,,,,-0.0032834885618522325,,,,,0.0003718349077379557,,,,-1.5406957460051274e-05,,,,,,-0.005275422209258918,,,,,-0.0016270386120122993,,,,-0.002013567570790742,,2019,6
2019-07-31,0.04051144487503233,0.03822880012523222,,,,,0.03381874389417927,,,,,0.03904604884565832,,,,0.048706177520865035,,,,,,0.03155012052663997,,,,,0.03676647497675356,,,,0.046406367361828904,,2019,7
2019-08-31,0.04786342441578295,0.045565399841244414,,,,,0.04967880255925361,,,,,0.04389585305546895,,,,0.049965988448191334,,,,,,0.0473769759987257,,,,,0.04160614357061232,,,,0.0476635496841169,,2019,8
2019-09-30,-0.06633939254804178,-0.06821156046334842,,,,,-0.05269028092253003,,,,,-0.07570869057097962,,,,-0.07056231402061452,,,,,,-0.05458839385055969,,,,,-0.07756301582510572,,,,-0.07242648147713626,,2019,9
2019-10-31,0.02975020337300749,0.02738735079799337,,,,,0.02815053183989158,,,,,0.02274545629278757,,,,0.03835797979482325,,,,,,0.025791192143746144,,,,,0.020397992221793393,,,,0.03597621860990641,,2019,10
2019-11-30,0.009843002961075209,0.00782614001638171,,,,,0.00695919330791317,,,,,0.007884427186324316,,,,0.014639269824957779,,,,,,0.004947824961431202,,,,,0.0058712625207877345,,,,0.012613296777430172,,2019,11
2019-12-31,-0.04248600679933012,-0.04449898685733833,,,,,-0.0329633764067222,,,,,-0.040449417272925614,,,,-0.053974957761925735,,,,,,-0.03499540657780009,,,,,-0.042466474728949155,,,,-0.05596494369090799,,2019,12
